"","Year","quarter","mkt_fare","citymarketid_1","citymarketid_2","city1","city2","carairlineid","car","carpax","carpaxshare","caravgfare","fareinc_min","fareinc_minpaxsh","fareinc_max","fare_inc_maxpaxsh","fare_inc_x3paxsh","Geocoded_City1","Geocoded_City2","tbl5pk","lat1","lon1","lat2","lon2","distance"
"1331",2013,"3",342.25,30255,30852,"Huntsville, AL","Washington, DC (Metropolitan Area)",20355,"US",9450,0.33,327.86,125,0.23,400,0.23,0.41,"Huntsville, AL
(34.729538, -86.585283)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)","20133302553085220355US",34.73037,-86.5861,39.12897,-77.37838,952.06826653703
"1332",2015,"1",347.47,31066,31703,"Columbus, OH","New York City, NY (Metropolitan Area)",19805,"AA",7680,0.1,367.35,150,0.05,475,0.06,0.31,"Columbus, OH
(39.962649, -82.996216)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","20151310663170319805AA",39.96118,-82.99879,40.71278,-74.00597,765.925335364936
"1333",2013,"3",315.21,31295,33198,"Detroit, MI","Kansas City, MO",19790,"DL",8840,0.28,353.57,175,0.06,500,0.05,0.1,"Detroit, MI
(42.332916, -83.047853)","Kansas City, MO
(39.099792, -94.578559)","20133312953319819790DL",42.33143,-83.04575,39.09973,-94.57857,1034.55276208901
"1334",2015,"2",334.63,30977,34524,"Chicago, IL","Richmond, VA",19805,"AA",5120,0.16,334.92,175,0.24,525,0.08,0.11,"Chicago, IL
(41.775002, -87.696388)","Richmond, VA
(37.540759, -77.433932)","20152309773452419805AA",41.87811,-87.6298,37.54072,-77.43605,994.839788887037
"1335",2015,"1",305.98,30977,33105,"Chicago, IL","Cincinnati, OH",19805,"AA",4360,0.14,335.59,200,0.07,375,0.19,0.04,"Chicago, IL
(41.775002, -87.696388)","Cincinnati, OH
(39.104427, -84.513808)","20151309773310519805AA",41.87811,-87.6298,39.10312,-84.51202,405.529313491306
"1336",2014,"2",274.03,30194,33044,"Dallas/Fort Worth, TX","Louisville, KY",19805,"AA",18550,0.69,281.45,200,0.16,375,0.15,0.01,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Louisville, KY
(38.256078, -85.751569)","20142301943304419805AA",32.70788,-96.92091,38.25266,-85.75846,1181.83369286393
"1337",2013,"2",342.47,33105,31703,"Cincinnati, OH","New York City, NY (Metropolitan Area)",20355,"US",14580,0.19,237.25,150,0.11,300,0.07,0.03,"Cincinnati, OH
(39.104427, -84.513808)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","20132331053170320355US",39.10312,-84.51202,40.71278,-74.00597,912.600854313309
"1338",2013,"3",271.85,30721,31066,"Boston, MA (Metropolitan Area)","Columbus, OH",19393,"WN",4860,0.11,233.39,175,0.08,350,0.05,0.0021,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Columbus, OH
(39.962649, -82.996216)","20133307213106619393WN",42.36008,-71.05888,39.96118,-82.99879,1032.84283860022
"1339",2014,"4",261.12,31295,34492,"Detroit, MI","Raleigh/Durham, NC",20355,"US",5380,0.19,228.86,175,0.06,300,0.06,0.0093,"Detroit, MI
(42.332916, -83.047853)","Raleigh/Durham, NC
(42.673348, -72.179683)","20144312953449220355US",42.33143,-83.04575,35.99403,-78.89862,789.411468429166
"1340",2014,"4",321.96,32337,31650,"Indianapolis, IN","Minneapolis/St. Paul, MN",19805,"AA",2920,0.1,228.98,125,0.05,325,0.05,0.03,"Indianapolis, IN
(39.76845, -86.156212)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)","20144323373165019805AA",39.7684,-86.15807,44.93748,-93.201,814.514168710895
"1341",2015,"1",327.56,33105,34100,"Cincinnati, OH","Philadelphia, PA",20355,"US",6360,0.31,347.58,225,0.05,425,0.07,0.04,"Cincinnati, OH
(39.104427, -84.513808)","Philadelphia, PA
(39.951061, -75.16562)","20151331053410020355US",39.10312,-84.51202,39.95258,-75.16522,806.262528481617
"1342",2015,"4",279.68,31066,31650,"Columbus, OH","Minneapolis/St. Paul, MN",19790,"DL",8730,0.31,301.76,100,0.06,650,0.05,0.34,"Columbus, OH
(39.962649, -82.996216)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)","20154310663165019790DL",39.96118,-82.99879,44.93748,-93.201,1001.56185708247
"1343",2015,"1",291.44,31650,30693,"Minneapolis/St. Paul, MN","Nashville, TN",19790,"DL",8130,0.32,319.03,175,0.05,600,0.06,0.14,"Minneapolis/St. Paul, MN
(44.977479, -93.264346)","Nashville, TN
(36.166687, -86.779932)","20151316503069319790DL",44.93748,-93.201,36.16266,-86.7816,1114.69532630839
"1344",2015,"1",310.38,31057,31295,"Charlotte, NC","Detroit, MI",20355,"US",7430,0.22,300.45,75,0.06,425,0.05,0.53,"Charlotte, NC
(35.222936, -80.840161)","Detroit, MI
(42.332916, -83.047853)","20151310573129520355US",35.22709,-80.84313,42.33143,-83.04575,812.079540863763
"1345",2014,"2",294.78,30397,31057,"Atlanta, GA (Metropolitan Area)","Charlotte, NC",19790,"DL",15690,0.57,313.57,75,0.06,500,0.05,0.68,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Charlotte, NC
(35.222936, -80.840161)","20142303973105719790DL",33.84982,-84.43827,35.22709,-80.84313,362.893125160433
"1346",2015,"3",300.14,31703,33667,"New York City, NY (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",19977,"UA",4460,0.16,309.53,100,0.05,550,0.06,0.44,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Norfolk, VA (Metropolitan Area)
(36.846164, -76.285913)","20153317033366719977UA",40.71278,-74.00597,36.85077,-76.28587,472.359635513571
"1347",2015,"2",303.2,30397,31057,"Atlanta, GA (Metropolitan Area)","Charlotte, NC",19790,"DL",7530,0.27,338.99,200,0.08,500,0.12,0.01,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Charlotte, NC
(35.222936, -80.840161)","20152303973105719790DL",33.84982,-84.43827,35.22709,-80.84313,362.893125160433
"1348",2012,"1",287.57,33044,31703,"Louisville, KY","New York City, NY (Metropolitan Area)",19790,"DL",5920,0.25,211.54,125,0.16,300,0.06,0.06,"Louisville, KY
(38.256078, -85.751569)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","20121330443170319790DL",38.25266,-85.75846,40.71278,-74.00597,1043.43815246109
"1349",2014,"2",286.39,31703,30198,"New York City, NY (Metropolitan Area)","Pittsburgh, PA",19790,"DL",38840,0.36,276.05,125,0.1,475,0.07,0.28,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Pittsburgh, PA
(40.442169, -79.994945)","20142317033019819790DL",40.71278,-74.00597,40.44062,-79.99589,506.351972108253
"1350",2012,"4",110.32,34057,31884,"Portland, OR","Spokane, WA",19393,"WN",17810,0.36,98.88,75,0.22,150,0.06,0,"Portland, OR
(45.516018, -122.681425)","Spokane, WA
(47.658999, -117.425022)","20124340573188419393WN",45.51523,-122.67839,47.65878,-117.42605,466.349152113903
"1351",2015,"3",382.87,31295,34100,"Detroit, MI","Philadelphia, PA",19790,"DL",9630,0.26,360.23,100,0.05,700,0.07,0.49,"Detroit, MI
(42.332916, -83.047853)","Philadelphia, PA
(39.951061, -75.16562)","20153312953410019790DL",42.33143,-83.04575,39.95258,-75.16522,710.113722507413
"1352",2014,"3",119.53,31638,32211,"Fresno, CA","Las Vegas, NV",19977,"UA",4580,0.22,151.21,100,0.15,250,0.05,0.01,"Fresno, CA
(36.731654, -119.785856)","Las Vegas, NV
(36.169202, -115.140597)","20143316383221119977UA",36.7378,-119.78712,36.17156,-115.1391,420.119072664585
"1353",2012,"1",334.96,30977,33244,"Chicago, IL","Memphis, TN",19977,"UA",6290,0.28,369.48,250,0.16,550,0.21,0.0064,"Chicago, IL
(41.775002, -87.696388)","Memphis, TN
(35.143378, -90.052136)","20121309773324419977UA",41.87811,-87.6298,35.14953,-90.04898,776.606589944762
"1354",2014,"3",295.17,31703,30198,"New York City, NY (Metropolitan Area)","Pittsburgh, PA",20355,"US",17290,0.17,295.23,125,0.07,525,0.08,0.26,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Pittsburgh, PA
(40.442169, -79.994945)","20143317033019820355US",40.71278,-74.00597,40.44062,-79.99589,506.351972108253
"1355",2013,"2",264.86,30977,35096,"Chicago, IL","Syracuse, NY",19977,"UA",8400,0.44,274.43,125,0.16,500,0.07,0.21,"Chicago, IL
(41.775002, -87.696388)","Syracuse, NY
(43.047945, -76.147448)","20132309773509619977UA",41.87811,-87.6298,43.04812,-76.14742,949.430122351463
"1356",2015,"1",377.41,31295,34100,"Detroit, MI","Philadelphia, PA",20355,"US",7190,0.2,426.44,175,0.05,525,0.14,0.17,"Detroit, MI
(42.332916, -83.047853)","Philadelphia, PA
(39.951061, -75.16562)","20151312953410020355US",42.33143,-83.04575,39.95258,-75.16522,710.113722507413
"1357",2014,"3",268.62,34100,34321,"Philadelphia, PA","Portland, ME",20355,"US",8440,0.5,271.23,150,0.08,325,0.07,0.04,"Philadelphia, PA
(39.951061, -75.16562)","Portland, ME
(45.516018, -122.681425)","20143341003432120355US",39.95258,-75.16522,43.6591,-70.25682,578.521386326414
"1358",2013,"1",262.19,30647,31650,"Cleveland, OH (Metropolitan Area)","Minneapolis/St. Paul, MN",19977,"UA",8980,0.38,281.58,175,0.05,450,0.06,0.03,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)","20131306473165019977UA",41.49932,-81.69436,44.93748,-93.201,1005.91973726896
"1359",2013,"1",312.52,31703,34524,"New York City, NY (Metropolitan Area)","Richmond, VA",19790,"DL",18010,0.53,336.26,175,0.14,475,0.19,0.03,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Richmond, VA
(37.540759, -77.433932)","20131317033452419790DL",40.71278,-74.00597,37.54072,-77.43605,459.989339956391
"1360",2012,"3",267.19,31066,31650,"Columbus, OH","Minneapolis/St. Paul, MN",19393,"WN",4420,0.16,215.12,125,0.14,375,0.05,0.0023,"Columbus, OH
(39.962649, -82.996216)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)","20123310663165019393WN",39.96118,-82.99879,44.93748,-93.201,1001.56185708247
"1361",2012,"2",294.94,31066,31650,"Columbus, OH","Minneapolis/St. Paul, MN",19790,"DL",16200,0.65,319.01,225,0.14,450,0.06,0.0037,"Columbus, OH
(39.962649, -82.996216)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)","20122310663165019790DL",39.96118,-82.99879,44.93748,-93.201,1001.56185708247
"1362",2013,"2",304.59,31066,31703,"Columbus, OH","New York City, NY (Metropolitan Area)",19977,"UA",22480,0.24,342.35,100,0.06,550,0.13,0.43,"Columbus, OH
(39.962649, -82.996216)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","20132310663170319977UA",39.96118,-82.99879,40.71278,-74.00597,765.925335364936
"1363",2015,"2",303.2,30397,31057,"Atlanta, GA (Metropolitan Area)","Charlotte, NC",20355,"US",5000,0.18,266.69,75,0.13,500,0.1,0.52,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Charlotte, NC
(35.222936, -80.840161)","20152303973105720355US",33.84982,-84.43827,35.22709,-80.84313,362.893125160433
"1364",2012,"4",115.04,32211,30466,"Las Vegas, NV","Phoenix, AZ",20355,"US",46020,0.27,106.25,75,0.37,175,0.05,0.02,"Las Vegas, NV
(36.169202, -115.140597)","Phoenix, AZ
(30.406931, -87.217578)","20124322113046620355US",36.17156,-115.1391,33.44838,-112.07404,411.975145099863
"1365",2012,"3",341.69,30977,33105,"Chicago, IL","Cincinnati, OH",19977,"UA",9030,0.35,361.2,100,0.05,525,0.05,0.61,"Chicago, IL
(41.775002, -87.696388)","Cincinnati, OH
(39.104427, -84.513808)","20123309773310519977UA",41.87811,-87.6298,39.10312,-84.51202,405.529313491306
"1366",2012,"2",296.32,30977,33244,"Chicago, IL","Memphis, TN",19805,"AA",8330,0.28,270.16,100,0.17,550,0.09,0.32,"Chicago, IL
(41.775002, -87.696388)","Memphis, TN
(35.143378, -90.052136)","20122309773324419805AA",41.87811,-87.6298,35.14953,-90.04898,776.606589944762
"1367",2014,"1",314.69,30977,34524,"Chicago, IL","Richmond, VA",19790,"DL",2510,0.11,267.01,200,0.05,325,0.08,0.01,"Chicago, IL
(41.775002, -87.696388)","Richmond, VA
(37.540759, -77.433932)","20141309773452419790DL",41.87811,-87.6298,37.54072,-77.43605,994.839788887037
"1368",2014,"3",261.17,30194,33044,"Dallas/Fort Worth, TX","Louisville, KY",19805,"AA",8740,0.35,267.78,175,0.11,400,0.08,0.01,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Louisville, KY
(38.256078, -85.751569)","20143301943304419805AA",32.70788,-96.92091,38.25266,-85.75846,1181.83369286393
"1369",2013,"1",269,33105,34100,"Cincinnati, OH","Philadelphia, PA",20355,"US",16370,0.68,273.05,125,0.14,450,0.06,0.15,"Cincinnati, OH
(39.104427, -84.513808)","Philadelphia, PA
(39.951061, -75.16562)","20131331053410020355US",39.10312,-84.51202,39.95258,-75.16522,806.262528481617
"1370",2015,"4",282.59,31295,31650,"Detroit, MI","Minneapolis/St. Paul, MN",19790,"DL",19390,0.35,322.72,200,0.11,600,0.06,0.03,"Detroit, MI
(42.332916, -83.047853)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)","20154312953165019790DL",42.33143,-83.04575,44.93748,-93.201,865.815845904236
"1371",2013,"3",266.96,31453,33198,"Houston, TX","Kansas City, MO",19393,"WN",12870,0.29,248.56,150,0.06,375,0.15,0.0023,"Houston, TX
(29.760803, -95.369506)","Kansas City, MO
(39.099792, -94.578559)","20133314533319819393WN",29.76043,-95.3698,39.09973,-94.57857,1040.30018874854
"1372",2012,"4",283.61,30977,34524,"Chicago, IL","Richmond, VA",20355,"US",4500,0.14,234.8,200,0.27,300,0.06,0.01,"Chicago, IL
(41.775002, -87.696388)","Richmond, VA
(37.540759, -77.433932)","20124309773452420355US",41.87811,-87.6298,37.54072,-77.43605,994.839788887037
"1373",2015,"1",269.22,33342,34100,"Milwaukee, WI","Philadelphia, PA",20355,"US",6090,0.33,296.62,125,0.09,375,0.08,0.14,"Milwaukee, WI
(43.041072, -87.909421)","Philadelphia, PA
(39.951061, -75.16562)","20151333423410020355US",43.0389,-87.90647,39.95258,-75.16522,1113.20033045652
"1374",2015,"1",295.2,31267,31703,"Dayton, OH","New York City, NY (Metropolitan Area)",19977,"UA",2110,0.11,299.91,125,0.06,450,0.05,0.27,"Dayton, OH
(39.760982, -84.192203)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","20151312673170319977UA",39.75895,-84.19161,40.71278,-74.00597,870.001900609974
"1375",2018,"4",139.85,34057,32457,"Portland, OR","San Francisco, CA (Metropolitan Area)",19393,"WN",72850,0.1761,132.41,75,0.2518,325,0.0541,0.1304,"","","20184340573245719393WN",45.51523,-122.67839,37.77493,-122.41942,860.369535910759
"1376",2014,"1",261.1,35412,31703,"Knoxville, TN","New York City, NY (Metropolitan Area)",20355,"US",6840,0.44,229.78,125,0.12,250,0.11,0.08,"Knoxville, TN
(35.962631, -83.916677)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","20141354123170320355US",35.96064,-83.92074,40.71278,-74.00597,1011.77601635749
"1377",2014,"4",263.76,31267,31703,"Dayton, OH","New York City, NY (Metropolitan Area)",20355,"US",12010,0.4,243.82,175,0.29,375,0.06,0.01,"Dayton, OH
(39.760982, -84.192203)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","20144312673170320355US",39.75895,-84.19161,40.71278,-74.00597,870.001900609974
"1378",2015,"3",279.14,30977,32070,"Chicago, IL","Harrisburg, PA",19805,"AA",4520,0.21,315.24,175,0.05,425,0.06,0.09,"Chicago, IL
(41.775002, -87.696388)","Harrisburg, PA
(40.259572, -76.881821)","20153309773207019805AA",41.87811,-87.6298,40.27319,-76.8867,916.76402529532
"1379",2014,"4",291.61,30647,31650,"Cleveland, OH (Metropolitan Area)","Minneapolis/St. Paul, MN",19977,"UA",3870,0.14,268.26,175,0.07,325,0.06,0.04,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)","20144306473165019977UA",41.49932,-81.69436,44.93748,-93.201,1005.91973726896
"1380",2014,"3",380.89,33105,31703,"Cincinnati, OH","New York City, NY (Metropolitan Area)",19977,"UA",6880,0.1,404.25,200,0.05,675,0.07,0.22,"Cincinnati, OH
(39.104427, -84.513808)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","20143331053170319977UA",39.10312,-84.51202,40.71278,-74.00597,912.600854313309
"1381",2012,"1",395.86,35412,30852,"Knoxville, TN","Washington, DC (Metropolitan Area)",20355,"US",8700,0.56,428.25,125,0.1,800,0.06,0.42,"Knoxville, TN
(35.962631, -83.916677)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)","20121354123085220355US",35.96064,-83.92074,39.12897,-77.37838,675.152409324652
"1382",2013,"2",334.5,30977,33105,"Chicago, IL","Cincinnati, OH",19977,"UA",9600,0.32,354.7,175,0.08,475,0.24,0.05,"Chicago, IL
(41.775002, -87.696388)","Cincinnati, OH
(39.104427, -84.513808)","20132309773310519977UA",41.87811,-87.6298,39.10312,-84.51202,405.529313491306
"1383",2013,"1",299.88,31057,31295,"Charlotte, NC","Detroit, MI",19790,"DL",12200,0.43,304.37,175,0.13,400,0.05,0.1,"Charlotte, NC
(35.222936, -80.840161)","Detroit, MI
(42.332916, -83.047853)","20131310573129519790DL",35.22709,-80.84313,42.33143,-83.04575,812.079540863763
"1384",2015,"4",272.86,35412,31703,"Knoxville, TN","New York City, NY (Metropolitan Area)",19805,"AA",3990,0.17,248.57,175,0.09,300,0.07,0.02,"Knoxville, TN
(35.962631, -83.916677)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","20154354123170319805AA",35.96064,-83.92074,40.71278,-74.00597,1011.77601635749
"1385",2015,"4",352.74,33105,31650,"Cincinnati, OH","Minneapolis/St. Paul, MN",19790,"DL",7530,0.38,375.95,225,0.1,650,0.09,0.02,"Cincinnati, OH
(39.104427, -84.513808)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)","20154331053165019790DL",39.10312,-84.51202,44.93748,-93.201,965.840631274325
"1386",2014,"1",346.27,35412,30852,"Knoxville, TN","Washington, DC (Metropolitan Area)",19977,"UA",3170,0.2,323.92,100,0.07,825,0.06,0.35,"Knoxville, TN
(35.962631, -83.916677)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)","20141354123085219977UA",35.96064,-83.92074,39.12897,-77.37838,675.152409324652
"1387",2018,"4",321.63,34100,30198,"Philadelphia, PA","Pittsburgh, PA",19805,"AA",15640,0.483,327.28,175,0.0729,450,0.0575,0.0748,"","","20184341003019819805AA",39.95258,-75.16522,40.44062,-79.99589,413.530970065596
"1388",2015,"3",263.06,31267,31703,"Dayton, OH","New York City, NY (Metropolitan Area)",19977,"UA",3380,0.13,274.38,175,0.2,375,0.09,0.03,"Dayton, OH
(39.760982, -84.192203)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","20153312673170319977UA",39.75895,-84.19161,40.71278,-74.00597,870.001900609974
"1389",2015,"3",296.13,32337,31703,"Indianapolis, IN","New York City, NY (Metropolitan Area)",19805,"AA",11650,0.13,235.22,150,0.1,300,0.06,0.03,"Indianapolis, IN
(39.76845, -86.156212)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","20153323373170319805AA",39.7684,-86.15807,40.71278,-74.00597,1035.25507065128
"1390",2012,"3",363.78,30647,34100,"Cleveland, OH (Metropolitan Area)","Philadelphia, PA",19977,"UA",3270,0.16,352.62,100,0.11,650,0.09,0.56,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Philadelphia, PA
(39.951061, -75.16562)","20123306473410019977UA",41.49932,-81.69436,39.95258,-75.16522,575.89102774895
"1391",2014,"3",349.43,31066,31703,"Columbus, OH","New York City, NY (Metropolitan Area)",19805,"AA",8990,0.1,343.28,200,0.22,500,0.05,0.12,"Columbus, OH
(39.962649, -82.996216)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","20143310663170319805AA",39.96118,-82.99879,40.71278,-74.00597,765.925335364936
"1392",2012,"3",323.8,33105,34100,"Cincinnati, OH","Philadelphia, PA",19790,"DL",6540,0.32,303.17,175,0.06,475,0.08,0.05,"Cincinnati, OH
(39.104427, -84.513808)","Philadelphia, PA
(39.951061, -75.16562)","20123331053410019790DL",39.10312,-84.51202,39.95258,-75.16522,806.262528481617
"1393",2013,"4",339.79,33105,31703,"Cincinnati, OH","New York City, NY (Metropolitan Area)",19790,"DL",39400,0.51,377.13,175,0.06,625,0.08,0.31,"Cincinnati, OH
(39.104427, -84.513808)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","20134331053170319790DL",39.10312,-84.51202,40.71278,-74.00597,912.600854313309
"1394",2014,"2",271.7,30647,33198,"Cleveland, OH (Metropolitan Area)","Kansas City, MO",19790,"DL",3210,0.19,241.1,150,0.05,350,0.06,0.04,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Kansas City, MO
(39.099792, -94.578559)","20142306473319819790DL",41.49932,-81.69436,39.09973,-94.57857,1122.81766555338
"1395",2015,"2",341.01,31066,31703,"Columbus, OH","New York City, NY (Metropolitan Area)",19790,"DL",12680,0.14,371.09,200,0.1,625,0.06,0.16,"Columbus, OH
(39.962649, -82.996216)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","20152310663170319790DL",39.96118,-82.99879,40.71278,-74.00597,765.925335364936
"1396",2013,"2",326.44,31703,34524,"New York City, NY (Metropolitan Area)","Richmond, VA",19790,"DL",22840,0.56,338.39,175,0.15,475,0.2,0.03,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Richmond, VA
(37.540759, -77.433932)","20132317033452419790DL",40.71278,-74.00597,37.54072,-77.43605,459.989339956391
