tbl,Year,quarter,mkt_fare,citymarketid_1,citymarketid_2,city1,city2,carairlineid,car,carpax,carpaxshare,caravgfare,fareinc_min,fareinc_minpaxsh,fareinc_max,fare_inc_maxpaxsh,fare_inc_x3paxsh,Geocoded_City1,Geocoded_City2,tbl5pk
Table 5,1996,1,91.71,30140,34614,"Albuquerque, NM","Salt Lake City, UT",19790,DL,9740,0.6,95.43,75,0.46,150,0.24,0.02,"Albuquerque, NM
(35.084248, -106.649241)","Salt Lake City, UT
(40.758478, -111.888142)",19961301403461419790DL
Table 5,2004,1,95.84,34570,30559,"Reno, NV","Seattle, WA",19930,AS,33750,0.6,94.99,75,0.29,150,0.1,0.0044,"Reno, NV
(30.177159, -95.162771)","Seattle, WA
(47.603229, -122.33028)",20041345703055919930AS
Table 5,1996,1,96.08,30397,33195,"Atlanta, GA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",20243,J7,31730,0.24,70.65,75,0.57,100,0.41,0.0003,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",19961303973319520243J7
Table 5,2008,3,256.85,31057,34100,"Charlotte, NC","Philadelphia, PA",20355,US,36540,0.85,270.97,125,0.05,425,0.06,0.21,"Charlotte, NC
(35.222936, -80.840161)","Philadelphia, PA
(39.951061, -75.16562)",20083310573410020355US
Table 5,1997,4,274.73,32337,31650,"Indianapolis, IN","Minneapolis/St. Paul, MN",19386,NW,19780,0.83,280.87,150,0.33,475,0.28,0.3,"Indianapolis, IN
(39.76845, -86.156212)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",19974323373165019386NW
Table 5,2007,2,96.9,33851,31123,"Oklahoma City, OK","St. Louis, MO",19393,WN,22220,0.95,93.22,75,0.35,150,0.21,0.0023,"Oklahoma City, OK
(35.468494, -97.521264)","St. Louis, MO
(38.630276, -90.200309)",20072338513112319393WN
Table 5,2015,1,308.41,30397,33244,"Atlanta, GA (Metropolitan Area)","Memphis, TN",19790,DL,12570,0.4,341.66,225,0.06,550,0.07,0.004,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Memphis, TN
(35.143378, -90.052136)",20151303973324419790DL
Table 5,2006,2,288.52,30397,31123,"Atlanta, GA (Metropolitan Area)","St. Louis, MO",19790,DL,23960,0.47,339.41,150,0.07,675,0.06,0.2,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","St. Louis, MO
(38.630276, -90.200309)",20062303973112319790DL
Table 5,2003,4,77.94,30713,31884,"Boise, ID","Spokane, WA",19930,AS,7970,0.26,88.24,75,0.42,125,0.23,0.0088,"Boise, ID
(43.597772, -83.884521)","Spokane, WA
(47.658999, -117.425022)",20034307133188419930AS
Table 5,2011,3,112.94,33198,33342,"Kansas City, MO","Milwaukee, WI",20436,F9,21250,0.58,110.69,75,0.41,225,0.09,0.01,"Kansas City, MO
(39.099792, -94.578559)","Milwaukee, WI
(43.041072, -87.909421)",20113331983334220436F9
Table 5,1999,2,235.02,31066,31703,"Columbus, OH","New York City, NY (Metropolitan Area)",20355,US,34940,0.39,236.41,75,0.05,450,0.2,0.36,"Columbus, OH
(39.962649, -82.996216)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",19992310663170320355US
Table 5,2001,1,247.79,30977,33244,"Chicago, IL","Memphis, TN",19805,AA,6830,0.2,251.35,100,0.08,450,0.08,0.32,"Chicago, IL
(41.775002, -87.696388)","Memphis, TN
(35.143378, -90.052136)",20011309773324419805AA
Table 5,1996,2,85.31,30140,32575,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",19393,WN,100990,0.67,77.69,75,0.75,125,0.21,0,"Albuquerque, NM
(35.084248, -106.649241)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",19962301403257519393WN
Table 5,2013,4,295.11,30721,31295,"Boston, MA (Metropolitan Area)","Detroit, MI",19790,DL,58910,0.67,324.9,200,0.05,625,0.06,0.09,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Detroit, MI
(42.332916, -83.047853)",20134307213129519790DL
Table 5,2002,3,212.03,30397,31123,"Atlanta, GA (Metropolitan Area)","St. Louis, MO",19790,DL,26350,0.52,215.62,75,0.08,450,0.07,0.41,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","St. Louis, MO
(38.630276, -90.200309)",20023303973112319790DL
Table 5,2005,3,87.74,30977,33044,"Chicago, IL","Louisville, KY",19805,AA,10150,0.18,111.7,75,0.27,200,0.05,0.03,"Chicago, IL
(41.775002, -87.696388)","Louisville, KY
(38.256078, -85.751569)",20053309773304419805AA
Table 5,1996,1,89.02,31453,33495,"Houston, TX","New Orleans, LA",19393,WN,65240,0.51,87.52,100,0.99,100,0.99,0,"Houston, TX
(29.760803, -95.369506)","New Orleans, LA
(29.950621, -90.074948)",19961314533349519393WN
Table 5,2001,2,75.17,30713,31884,"Boise, ID","Spokane, WA",19393,WN,17700,0.59,67.65,75,0.6,100,0.38,0,"Boise, ID
(43.597772, -83.884521)","Spokane, WA
(47.658999, -117.425022)",20012307133188419393WN
Table 5,1998,3,79.32,30713,31884,"Boise, ID","Spokane, WA",19930,AS,7840,0.48,83.25,75,0.38,100,0.57,0.0077,"Boise, ID
(43.597772, -83.884521)","Spokane, WA
(47.658999, -117.425022)",19983307133188419930AS
Table 5,1996,2,80.67,31140,31453,"Corpus Christi, TX","Houston, TX",19393,WN,24010,0.68,79.44,100,1,100,1,0,"Corpus Christi, TX
(27.796416, -97.404131)","Houston, TX
(29.760803, -95.369506)",19962311403145319393WN
Table 5,2013,4,339.79,33105,31703,"Cincinnati, OH","New York City, NY (Metropolitan Area)",19977,UA,15310,0.2,389.88,200,0.14,625,0.16,0.21,"Cincinnati, OH
(39.104427, -84.513808)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20134331053170319977UA
Table 5,1998,1,310.96,30977,34524,"Chicago, IL","Richmond, VA",19977,UA,15050,0.78,313.02,125,0.05,500,0.23,0.43,"Chicago, IL
(41.775002, -87.696388)","Richmond, VA
(37.540759, -77.433932)",19981309773452419977UA
Table 5,2009,2,92.58,30713,31884,"Boise, ID","Spokane, WA",19930,AS,6350,0.21,97.5,75,0.35,150,0.15,0.0063,"Boise, ID
(43.597772, -83.884521)","Spokane, WA
(47.658999, -117.425022)",20092307133188419930AS
Table 5,1998,2,75.03,32211,30436,"Las Vegas, NV","Tucson, AZ",19994,QQ,12360,0.58,75.06,75,0.47,100,0.47,0.0008,"Las Vegas, NV
(36.169202, -115.140597)","Tucson, AZ
(35.167852, -103.726151)",19982322113043619994QQ
Table 5,2014,1,260.33,31703,33667,"New York City, NY (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",19790,DL,6850,0.3,302.94,150,0.17,500,0.1,0.22,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Norfolk, VA (Metropolitan Area)
(36.846164, -76.285913)",20141317033366719790DL
Table 5,2007,2,235.1,30255,30852,"Huntsville, AL","Washington, DC (Metropolitan Area)",19790,DL,11410,0.28,255.86,125,0.09,325,0.1,0.13,"Huntsville, AL
(34.729538, -86.585283)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20072302553085219790DL
Table 5,2004,3,82.55,30792,30852,"Buffalo, NY","Washington, DC (Metropolitan Area)",20355,US,8510,0.12,130.8,75,0.36,325,0.08,0.15,"Buffalo, NY
(39.945422, -78.64671)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20043307923085220355US
Table 5,2010,1,229.36,31295,31703,"Detroit, MI","New York City, NY (Metropolitan Area)",20416,NK,18170,0.11,119.34,75,0.14,200,0.06,0.01,"Detroit, MI
(42.332916, -83.047853)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20101312953170320416NK
Table 5,1997,4,234.66,31650,33316,"Minneapolis/St. Paul, MN","Omaha, NE",19386,NW,17010,0.91,234.08,125,0.19,325,0.46,0.01,"Minneapolis/St. Paul, MN
(44.977479, -93.264346)","Omaha, NE
(46.07035, -93.666319)",19974316503331619386NW
Table 5,2010,1,90.02,31638,32211,"Fresno, CA","Las Vegas, NV",20355,US,7520,0.39,92.83,75,0.58,150,0.1,0.01,"Fresno, CA
(36.731654, -119.785856)","Las Vegas, NV
(36.169202, -115.140597)",20101316383221120355US
Table 5,1996,1,95.76,30279,30423,"Amarillo, TX","Austin, TX",19393,WN,11130,0.9,95.27,75,0.09,150,0.32,0,"Amarillo, TX
(35.207009, -101.832013)","Austin, TX
(30.264979, -97.746598)",19961302793042319393WN
Table 5,2014,1,285.94,31703,30198,"New York City, NY (Metropolitan Area)","Pittsburgh, PA",19977,UA,20700,0.24,328.69,100,0.05,600,0.09,0.49,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Pittsburgh, PA
(40.442169, -79.994945)",20141317033019819977UA
Table 5,2009,2,221.77,30994,30852,"Charleston, SC","Washington, DC (Metropolitan Area)",20355,US,28650,0.75,228.77,125,0.21,325,0.05,0.13,"Charleston, SC
(32.77647, -79.931027)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20092309943085220355US
Table 5,2007,4,86.18,30713,31884,"Boise, ID","Spokane, WA",19393,WN,30050,0.73,84.91,75,0.4,125,0.28,0,"Boise, ID
(43.597772, -83.884521)","Spokane, WA
(47.658999, -117.425022)",20074307133188419393WN
Table 5,1996,1,77.76,32575,30436,"Los Angeles, CA (Metropolitan Area)","Tucson, AZ",19393,WN,16160,0.29,67.3,75,0.95,75,0.95,0,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Tucson, AZ
(35.167852, -103.726151)",19961325753043619393WN
Table 5,2009,1,243.7,30721,31295,"Boston, MA (Metropolitan Area)","Detroit, MI",20355,US,6480,0.11,185.56,125,0.21,250,0.05,0.04,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Detroit, MI
(42.332916, -83.047853)",20091307213129520355US
Table 5,1996,1,66.67,34570,32457,"Reno, NV","San Francisco, CA (Metropolitan Area)",19977,UA,12140,0.18,78.04,75,0.5,125,0.12,0,"Reno, NV
(30.177159, -95.162771)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",19961345703245719977UA
Table 5,2007,1,93.49,32211,30466,"Las Vegas, NV","Phoenix, AZ",19393,WN,207340,0.75,91.63,75,0.39,150,0.14,0.0001,"Las Vegas, NV
(36.169202, -115.140597)","Phoenix, AZ
(30.406931, -87.217578)",20071322113046619393WN
Table 5,2003,4,233.59,30868,30852,"Columbia, SC","Washington, DC (Metropolitan Area)",19790,DL,3840,0.26,210.7,100,0.14,175,0.07,0.27,"Columbia, SC
(39.962649, -82.996216)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20034308683085219790DL
Table 5,2012,3,288.64,31703,34524,"New York City, NY (Metropolitan Area)","Richmond, VA",19790,DL,16910,0.5,295.11,100,0.06,475,0.11,0.46,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Richmond, VA
(37.540759, -77.433932)",20123317033452419790DL
Table 5,1999,2,251.82,30198,30852,"Pittsburgh, PA","Washington, DC (Metropolitan Area)",20355,US,42410,0.97,252.61,125,0.09,325,0.43,0.01,"Pittsburgh, PA
(40.442169, -79.994945)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",19992301983085220355US
Table 5,1998,3,234.93,31057,33342,"Charlotte, NC","Milwaukee, WI",20355,US,11280,0.81,237.15,100,0.05,425,0.23,0.38,"Charlotte, NC
(35.222936, -80.840161)","Milwaukee, WI
(43.041072, -87.909421)",19983310573334220355US
Table 5,2013,1,334.11,31295,31650,"Detroit, MI","Minneapolis/St. Paul, MN",19790,DL,29760,0.83,352.32,225,0.06,525,0.05,0.01,"Detroit, MI
(42.332916, -83.047853)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20131312953165019790DL
Table 5,2009,2,96.38,33570,32457,"San Diego, CA","San Francisco, CA (Metropolitan Area)",19977,UA,65420,0.1,97.03,75,0.44,175,0.05,0.02,"San Diego, CA
(32.71576, -117.163817)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",20092335703245719977UA
Table 5,1996,1,98.22,33495,34653,"New Orleans, LA","Tulsa, OK",19805,AA,1700,0.13,121.5,75,0.25,150,0.14,0.04,"New Orleans, LA
(29.950621, -90.074948)","Tulsa, OK
(61.096484, -160.967455)",19961334953465319805AA
Table 5,1997,1,76.22,32211,30436,"Las Vegas, NV","Tucson, AZ",19994,QQ,8350,0.42,70.04,75,0.67,125,0.07,0.0024,"Las Vegas, NV
(36.169202, -115.140597)","Tucson, AZ
(35.167852, -103.726151)",19971322113043619994QQ
Table 5,2011,4,324.01,30977,33105,"Chicago, IL","Cincinnati, OH",19977,UA,7550,0.26,351.6,100,0.09,475,0.27,0.67,"Chicago, IL
(41.775002, -87.696388)","Cincinnati, OH
(39.104427, -84.513808)",20114309773310519977UA
Table 5,2008,3,344.05,33105,34100,"Cincinnati, OH","Philadelphia, PA",20355,US,8460,0.46,350.09,125,0.05,675,0.06,0.41,"Cincinnati, OH
(39.104427, -84.513808)","Philadelphia, PA
(39.951061, -75.16562)",20083331053410020355US
Table 5,2014,4,275.06,35412,30852,"Knoxville, TN","Washington, DC (Metropolitan Area)",20355,US,9460,0.48,289.52,125,0.21,300,0.1,0.21,"Knoxville, TN
(35.962631, -83.916677)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20144354123085220355US
Table 5,2005,1,95.78,30194,34653,"Dallas/Fort Worth, TX","Tulsa, OK",19393,WN,29090,0.65,90.61,75,0.19,125,0.58,0.0003,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Tulsa, OK
(61.096484, -160.967455)",20051301943465319393WN
Table 5,1996,2,80.68,30466,33192,"Phoenix, AZ","Sacramento, CA",19393,WN,38030,0.54,73.99,75,0.75,125,0.13,0,"Phoenix, AZ
(30.406931, -87.217578)","Sacramento, CA
(38.582087, -121.50012)",19962304663319219393WN
Table 5,2001,4,223.36,31703,34524,"New York City, NY (Metropolitan Area)","Richmond, VA",20355,US,18360,0.53,215.19,75,0.07,400,0.06,0.41,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Richmond, VA
(37.540759, -77.433932)",20014317033452420355US
Table 5,2014,2,294.78,30397,31057,"Atlanta, GA (Metropolitan Area)","Charlotte, NC",20355,US,11040,0.4,266.63,75,0.15,475,0.13,0.54,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Charlotte, NC
(35.222936, -80.840161)",20142303973105720355US
Table 5,1996,3,71.26,34057,33192,"Portland, OR","Sacramento, CA",19393,WN,52550,0.68,61.97,75,1,75,1,0,"Portland, OR
(45.516018, -122.681425)","Sacramento, CA
(38.582087, -121.50012)",19963340573319219393WN
Table 5,1996,4,70.48,30693,31454,"Nashville, TN","Orlando, FL",19393,WN,25640,0.41,61.88,75,0.82,125,0.17,0,"Nashville, TN
(36.166687, -86.779932)","Orlando, FL
(28.538331, -81.378879)",19964306933145419393WN
Table 5,1996,2,88.83,30466,32457,"Phoenix, AZ","San Francisco, CA (Metropolitan Area)",19393,WN,151990,0.47,76.03,75,0.68,125,0.08,0.0001,"Phoenix, AZ
(30.406931, -87.217578)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",19962304663245719393WN
Table 5,2013,1,263.87,30977,34653,"Chicago, IL","Tulsa, OK",19393,WN,2510,0.14,252.42,175,0.16,375,0.11,0.004,"Chicago, IL
(41.775002, -87.696388)","Tulsa, OK
(61.096484, -160.967455)",20131309773465319393WN
Table 5,2007,4,253.37,33198,31650,"Kansas City, MO","Minneapolis/St. Paul, MN",19386,NW,24180,0.85,262.5,125,0.07,550,0.06,0.25,"Kansas City, MO
(39.099792, -94.578559)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20074331983165019386NW
Table 5,2015,2,272.91,30397,32070,"Atlanta, GA (Metropolitan Area)","Harrisburg, PA",19790,DL,5970,0.36,283.01,150,0.11,275,0.05,0.18,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Harrisburg, PA
(40.259572, -76.881821)",20152303973207019790DL
Table 5,2009,2,247.38,30977,31834,"Chicago, IL","Fayetteville, AR",19805,AA,11760,0.76,247.1,100,0.17,400,0.11,0.29,"Chicago, IL
(41.775002, -87.696388)","Fayetteville, AR
(36.061928, -94.160583)",20092309773183419805AA
Table 5,2000,3,242.13,30325,30436,"Denver, CO","Tucson, AZ",19977,UA,10360,0.67,260.15,125,0.08,425,0.16,0.19,"Denver, CO
(39.738453, -104.984853)","Tucson, AZ
(35.167852, -103.726151)",20003303253043619977UA
Table 5,1996,3,86.4,32337,31123,"Indianapolis, IN","St. Louis, MO",20211,TW,10250,0.51,99.65,75,0.27,125,0.19,0.02,"Indianapolis, IN
(39.76845, -86.156212)","St. Louis, MO
(38.630276, -90.200309)",19963323373112320211TW
Table 5,1999,1,75.6,30194,32600,"Dallas/Fort Worth, TX","Little Rock, AR",19790,DL,7130,0.1,74.94,75,0.51,100,0.43,0.0084,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Little Rock, AR
(34.748745, -92.275105)",19991301943260019790DL
Table 5,2007,4,92.88,30713,30559,"Boise, ID","Seattle, WA",19393,WN,38510,0.45,85.32,75,0.42,125,0.28,0,"Boise, ID
(43.597772, -83.884521)","Seattle, WA
(47.603229, -122.33028)",20074307133055919393WN
Table 5,1999,1,235.32,31295,30198,"Detroit, MI","Pittsburgh, PA",19386,NW,6880,0.39,240.59,100,0.13,325,0.1,0.12,"Detroit, MI
(42.332916, -83.047853)","Pittsburgh, PA
(40.442169, -79.994945)",19991312953019819386NW
Table 5,2004,4,97.3,31703,34576,"New York City, NY (Metropolitan Area)","Rochester, NY",20355,US,17560,0.15,120.24,75,0.35,225,0.06,0.06,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Rochester, NY
(43.155708, -77.612547)",20044317033457620355US
Table 5,2013,2,278.21,31066,31650,"Columbus, OH","Minneapolis/St. Paul, MN",19790,DL,16860,0.65,297.24,175,0.05,450,0.06,0.09,"Columbus, OH
(39.962649, -82.996216)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20132310663165019790DL
Table 5,2004,4,90.22,30615,30466,"El Paso, TX","Phoenix, AZ",19991,HP,5660,0.19,101.5,75,0.23,125,0.37,0.03,"El Paso, TX
(31.76006, -106.492257)","Phoenix, AZ
(30.406931, -87.217578)",20044306153046619991HP
Table 5,2005,1,95.34,34492,30852,"Raleigh/Durham, NC","Washington, DC (Metropolitan Area)",19805,AA,24740,0.25,108.58,75,0.16,150,0.11,0.01,"Raleigh/Durham, NC
(42.673348, -72.179683)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20051344923085219805AA
Table 5,2005,1,242.59,31066,34100,"Columbus, OH","Philadelphia, PA",20355,US,16800,0.73,257,75,0.15,550,0.05,0.46,"Columbus, OH
(39.962649, -82.996216)","Philadelphia, PA
(39.951061, -75.16562)",20051310663410020355US
Table 5,2005,1,88.61,30792,30852,"Buffalo, NY","Washington, DC (Metropolitan Area)",20355,US,7410,0.14,141.31,75,0.21,225,0.06,0.12,"Buffalo, NY
(39.945422, -78.64671)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20051307923085220355US
Table 5,2008,2,257.22,30977,35096,"Chicago, IL","Syracuse, NY",19805,AA,4130,0.23,279.44,125,0.06,325,0.06,0.22,"Chicago, IL
(41.775002, -87.696388)","Syracuse, NY
(43.047945, -76.147448)",20082309773509619805AA
Table 5,2010,1,257.43,30194,33244,"Dallas/Fort Worth, TX","Memphis, TN",19790,DL,4440,0.19,267.8,125,0.12,275,0.07,0.22,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Memphis, TN
(35.143378, -90.052136)",20101301943324419790DL
Table 5,2010,2,250.65,33105,31703,"Cincinnati, OH","New York City, NY (Metropolitan Area)",19704,CO,13720,0.18,281.71,150,0.05,400,0.05,0.08,"Cincinnati, OH
(39.104427, -84.513808)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20102331053170319704CO
Table 5,2005,1,89.18,30792,31703,"Buffalo, NY","New York City, NY (Metropolitan Area)",20355,US,25570,0.17,91.11,75,0.52,125,0.21,0.03,"Buffalo, NY
(39.945422, -78.64671)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20051307923170320355US
Table 5,1997,3,269.37,30977,34524,"Chicago, IL","Richmond, VA",20355,US,2580,0.1,232.22,100,0.08,475,0.05,0.3,"Chicago, IL
(41.775002, -87.696388)","Richmond, VA
(37.540759, -77.433932)",19973309773452420355US
Table 5,2014,4,271.02,31650,30693,"Minneapolis/St. Paul, MN","Nashville, TN",19393,WN,7690,0.26,214.99,150,0.08,275,0.09,0.0026,"Minneapolis/St. Paul, MN
(44.977479, -93.264346)","Nashville, TN
(36.166687, -86.779932)",20144316503069319393WN
Table 5,2014,2,273.26,31267,31703,"Dayton, OH","New York City, NY (Metropolitan Area)",19790,DL,3450,0.11,282.27,100,0.07,275,0.06,0.33,"Dayton, OH
(39.760982, -84.192203)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20142312673170319790DL
Table 5,2015,1,350.41,31295,31650,"Detroit, MI","Minneapolis/St. Paul, MN",19790,DL,13280,0.35,398.21,200,0.07,625,0.05,0.09,"Detroit, MI
(42.332916, -83.047853)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20151312953165019790DL
Table 5,1998,2,226.5,31703,34524,"New York City, NY (Metropolitan Area)","Richmond, VA",19704,CO,19320,0.36,235.17,100,0.14,350,0.38,0.45,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Richmond, VA
(37.540759, -77.433932)",19982317033452419704CO
Table 5,1999,1,79.45,32211,30436,"Las Vegas, NV","Tucson, AZ",19994,QQ,10610,0.37,73.93,75,0.59,125,0.1,0.0009,"Las Vegas, NV
(36.169202, -115.140597)","Tucson, AZ
(35.167852, -103.726151)",19991322113043619994QQ
Table 5,2001,2,226.63,33044,31703,"Louisville, KY","New York City, NY (Metropolitan Area)",19704,CO,10670,0.28,258.43,100,0.06,600,0.05,0.33,"Louisville, KY
(38.256078, -85.751569)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20012330443170319704CO
Table 5,1996,4,78.94,33192,34614,"Sacramento, CA","Salt Lake City, UT",19393,WN,12430,0.33,59.37,75,0.81,100,0.18,0,"Sacramento, CA
(38.582087, -121.50012)","Salt Lake City, UT
(40.758478, -111.888142)",19964331923461419393WN
Table 5,2002,1,239.99,33044,31703,"Louisville, KY","New York City, NY (Metropolitan Area)",19790,DL,3250,0.13,252.68,75,0.07,325,0.08,0.46,"Louisville, KY
(38.256078, -85.751569)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20021330443170319790DL
Table 5,2003,2,255.53,31295,34100,"Detroit, MI","Philadelphia, PA",19386,NW,30660,0.59,251.79,100,0.16,500,0.08,0.32,"Detroit, MI
(42.332916, -83.047853)","Philadelphia, PA
(39.951061, -75.16562)",20032312953410019386NW
Table 5,1998,2,74.27,34570,33570,"Reno, NV","San Diego, CA",19393,WN,11550,0.26,70.02,75,0.64,100,0.35,0,"Reno, NV
(30.177159, -95.162771)","San Diego, CA
(32.71576, -117.163817)",19982345703357019393WN
Table 5,2001,3,230.23,30397,34653,"Atlanta, GA (Metropolitan Area)","Tulsa, OK",19790,DL,9930,0.66,264.99,125,0.11,400,0.07,0.25,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Tulsa, OK
(61.096484, -160.967455)",20013303973465319790DL
Table 5,2009,3,94.16,30713,31884,"Boise, ID","Spokane, WA",19393,WN,23700,0.76,92.55,75,0.3,125,0.28,0.0004,"Boise, ID
(43.597772, -83.884521)","Spokane, WA
(47.658999, -117.425022)",20093307133188419393WN
Table 5,2009,2,240.34,33044,31703,"Louisville, KY","New York City, NY (Metropolitan Area)",19704,CO,12080,0.35,251.92,150,0.3,500,0.11,0.18,"Louisville, KY
(38.256078, -85.751569)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20092330443170319704CO
